	Планетная улица	201
	Платовская улица	805
	Плетешковский переулок	102
	улица Плеханова	413
	улица Плещеева	304
	Плотинная улица	1112
	Плотников переулок	0101 0109
	улица Плющева	413
	улица Плющиха	109
	площадь Победы	805
	Погодинская улица	109
	Погонный проезд	403
	Погорельский переулок	110
	Ивантеевская улица	403
	1-й проезд Подбельского	403
	3-й проезд Подбельского	403
	4-й проезд Подбельского	403
	5-й проезд Подбельского	403
	6-й проезд Подбельского	403
	7-й проезд Подбельского	403
	улица Подвойского	106
	Подгорская набережная	107
	Подколокольный переулок	0102 0107
	Подкопаевский переулок	102
	Подмосковная улица	903
	1-й Подольский переулок	609
	Подольская улица	509
	Подольское шоссе	609
	1-я Подрезковская улица	212
	2-я Подрезковская улица	212
	3-я Подрезковская улица	212
	Подсосенский переулок	102
	Подушкинский переулок	304
	Подъёмная улица	510
	Подъёмный переулок	510
	Поклонная улица	805
	площадь Покровские Ворота	102
	Покровский бульвар	102
	Покровская улица	512
	2-я Покровская улица	621
	улица Покрышкина	817
	улица Лётчика Полагушина	1009 1011
	улица Полбина	511
	Полевой переулок	1112
	Полевая улица	1112
	Полевая улица	1115
	1-й Полевой переулок	418
	2-й Полевой переулок	418
	4-й Полевой переулок	418
	улица Поленова	214
	Полесский проезд	903
	улица Фёдора Полетаева	0506 0513
	улица Марии Поливановой	820
	улица Поликарпова	0202 0217
	Полимерная улица	411
	Политехнический проезд	108
	Полковая улица	309
	улица Полосухина	819
	Полоцкая улица	807
	Полтавская улица	213
	улица Маршала Полубоярова	504
	Полуярославская набережная	107
	Большой Полуярославский переулок	0102 0107
	Малый Полуярославский переулок	107
	улица Большая Полянка	110
	улица Малая Полянка	110
	улица Поляны	0708 0711
	Полянский переулок	110
	2-й Полянский переулок	110
	Полярная улица	0314 0316
	Полярный проезд	314
	Померанцев переулок	109
	Поморская улица	0302 0311
	Поморский проезд	0302 0311
	улица Академика Понтрягина	711
	Поперечный просек	418
	1-й Поперечный проезд	310
	2-й Поперечный проезд	310
	Попов проезд	418
	Попутная улица	816
	улица Маши Порываевой	104
	Порядковый переулок	108
	Поселковая улица	409
	Посланников переулок	102
	Последний переулок	105
	Потаповский переулок	102
	Потешная улица	415
	Походный проезд	0903 0908
	Большая Почтовая улица	102
	Малая Почтовая улица	102
	улица Правды	202
	Правобережная улица	211
	Прасковьина улица	310
	Верхний Предтеченский переулок	106
	Малый Предтеченский переулок	106
	Преображенская набережная	415
	Преображенская площадь	415
	Преображенская улица	415
	улица Преображенский Вал	415
	Пресненская набережная	106
	улица Пресненский Вал	106
	Пресненский переулок	106
	улица Пржевальского	820
	Привольная улица	504
	Привольный проезд	504
	Прибрежный проезд	211
	Приозёрная улица	212
	улица Приорова	210
	Причальный проезд	0106 0906
	Приречная улица	811
	улица Пришвина	304
	Приютский переулок	108
	1-я Прогонная улица	403
	2-я Прогонная улица	403
	Продольная аллея	215
	Продольный проезд	310
	проектируемый проезд № 1438	820
	проектируемый проезд № 3683	515
	проектируемый проезд № 3712	511
	проектируемый проезд № 5092	307
	Производственная улица	816
	улица Логвиненко	1005
	Прокатная улица	407
	проектируемый проезд № 1087	217
	проектируемый проезд № 210	208
	проектируемый проезд № 2236	206
	проектируемый проезд № 5265	0206 0208
	проектируемый проезд № 727	212
	Прокудинский переулок	106
	проектируемый проезд № 951	415
	проектируемый проезд № 4025	908
	Новокрюковская улица	1005
	улица Андреевка	1005
	улица Полины Осипенко	217
	Пролетарский проспект	0612 0618
	аллея Пролетарского Входа	408
	площадь Проломная Застава	507
	проезд Завода Серп и Молот	507
	Промышленная улица	618
	Промышленный проезд	818
	Пронская улица	504
	Просвирин переулок	104
	улица Просвещения	313
	Просторная улица	0403 0415
	Проточный переулок	101
	Профсоюзная улица	0701 0704 0707 0709 0710 0712
	Прохладная улица	606
	улица Проходчиков	317
	улица Маршала Прошлякова	905
	улица Пруд-Ключики	507
	Прудная улица	1005
	Прудный переулок	1005
	Прудовая улица	816
	Прудовой проезд	310
	1-я Прядильная улица	408
	2-я Прядильная улица	408
	3-я Прядильная улица	408
	Андроньевская площадь	107
	улица Прямикова	107
	Прямой переулок	101
	улица Прянишникова	215
	Псковская улица	306
	1-я Пугачёвская улица	415
	2-я Пугачёвская улица	415
	Пуговишников переулок	109
	улица Пудовкина	815
	Пулковская улица	207
	Путевой проезд	0302 0306
	Путейская улица	209
	Путейский тупик	102
	Путилковское шоссе	0901 0902
	Малый Путинковский переулок	108
	Пушечная улица	105
	улица Пушкина	1112
	Пушкинская набережная	110
	Пушкинская площадь	108
	улица Большая Дмитровка	108
	Пыжёвский переулок	110
	улица Пырьева	815
	Пыхов-Церковный проезд	108
	Пяловская улица	209
	2-й Пятигорский проезд	513
	Манежная площадь	108
	улица 50 лет Октября	816
	улица Вторая Пятилетка	1005
	Пятницкая улица	103
	Пятницкий переулок	103
	Пятницкое шоссе	902
	Рабочая улица	107
	Рабфаковский переулок	102
	1-й Рабочий переулок	107
	Радарная улица	1112
	1-я Радиальная улица	606
	3-я Радиальная улица	606
	5-я Радиальная улица	606
	6-я Радиальная улица	606
	8-я Радиальная улица	606
	9-я Радиальная улица	606
	10-я Радиальная улица	606
	11-я Радиальная улица	606
	1-я Радиаторская улица	205
	2-я Радиаторская улица	205
	3-я Радиаторская улица	205
	улица Радио	1005
	улица Радиоцентр	1005
	улица Радио	102
	Верхняя Радищевская улица	107
	Нижняя Радищевская улица	107
	Радужная улица	303
	улица Раевского	805
	улица Варварка	108
	площадь Разгуляй	102
	Раздельная улица	213
	бульвар Яна Райниса	0904 0908
	Ракетный бульвар	301
	улица Раменки	0814 0815
	Раменский бульвар	815
	площадь Расковой	214
	улица Расковой	202
	переулок Расковой	202
	улица Расплетина	907
	Рассветная аллея	404
	Рассказовская улица	1112
	Расторгуевский переулок	106
	Ратная улица	708
	Раушская набережная	103
	1-й Раушский переулок	103
	2-й Раушский переулок	103
	Рахмановский переулок	108
	улица Ращупкина	809
	площадь Революции	108
	Резервный проезд	805
	1-я Рейсовая улица	1112
	2-я Рейсовая улица	1112
	3-я Рейсовая улица	1112
	Ремесленная улица	606
	улица Ремизова	705
	Болотная площадь	110
	Реутовская улица	404
	улица Речников	614
	Речной проезд	511
	Малый Ржевский переулок	0101 0106
	Большой Ржевский переулок	101
	Рижская площадь	0105 0309
	1-й Рижский переулок	301
	Рижский проезд	301
	улица Римского-Корсакова	311
	Ровная улица	1005
	Рогачёвский переулок	203
	улица Рогова	907
	улица Рогожский Вал	107
	Большой Рогожский переулок	107
	Малый Рогожский переулок	107
	улица Рогожский Посёлок	510
	Родионовская улица	901
	Родниковая улица	816
	Рождественская улица	512
	Рождественский бульвар	105
	улица Розанова	217
	бульвар Маршала Рокоссовского	403
	улица Рокотова	712
	площадь Ромена Роллана	0818 0819
	улица Петра Романова	515
	1-я улица Рославка	902
	2-я улица Рославка	902
	улица Рословка	902
	улица Россолимо	109
	Россошанская улица	621
	Россошанский проезд	621
	Ростовская набережная	109
	2-й Ростовский переулок	109
	4-й Ростовский переулок	109
	6-й Ростовский переулок	109
	7-й Ростовский переулок	109
	Ростокинская улица	312
	Ростокинский проезд	418
	улица Ротерта	317
	Рочдельская улица	106
	2-я Рощинская улица	609
	3-я Рощинская улица	609
	1-й Рощинский проезд	0609 0610
	2-й Рощинский проезд	610
	4-й Рощинский проезд	609
	5-й Рощинский проезд	609
	6-й Рощинский проезд	609
	Рубежный проезд	806
	Рублёво-Успенское шоссе	807
	Рублёвская улица	807
	Рублёвское шоссе	0806 0807 0818 0819
	Рубцов переулок	102
	Рубцовская набережная	102
	Рубцовско-Дворцовая улица	418
	улица Адмирала Руднева	711
	улица Рудневой	303
	улица Руднёвка	409
	Ружейный переулок	109
	Рузская улица	817
	Руновский переулок	103
	Русаковская набережная	418
	Русаковская улица	0104 0418
	проезд Русанова	313
	улица Руставели	305
	улица Маршала Рыбалко	907
	1-я Рыбинская улица	418
	2-я Рыбинская улица	418
	3-я Рыбинская улица	418
	Рыбинский переулок	418
	Рыбников переулок	104
	Рыбный переулок	108
	Гагаринский переулок	109
	улица Генерала Рычагова	210
	Рюмин переулок	107
	Рябиновая улица	0809 0820
	Ряжская улица	606
	Рязанский переулок	104
	Рязанский проезд	104
	Рязанский проспект	0504 0510 0513
	Саввинская набережная	109
	Большой Саввинский переулок	109
	Малый Саввинский переулок	109
	Савёлкинский проезд	1010
	Савёловская линия	305
	Савёловский проезд	309
	площадь Савёловского Вокзала	305
	улица Савельева	109
	улица Маршала Савицкого	1115
	Пожарский переулок	109
	улица Саврасова	214
	Садовая улица	1005
	Большая Садовая улица	0106 0108
	Садовая-Каретная улица	108
	Садовая-Кудринская улица	106
	Садовая-Самотёчная улица	0105 0108
	Садовая-Спасская улица	104
	Садовая-Сухаревская улица	105
	Садовая-Триумфальная улица	108
	Садовая-Черногрязская улица	102
	улица Садовая Слобода	614
	улица Садовники	613
	Садовническая набережная	103
	Садовнический переулок	103
	Садовнический проезд	103
	Садово-Крестьянская улица	616
	Мамоновский переулок	108
	Садовый тупик	102
	1-я улица Новые Сады	811
	2-я улица Новые Сады	811
	3-я улица Новые Сады	811
	4-я улица Новые Сады	811
	5-я улица Новые Сады	811
	6-я улица Новые Сады	811
	7-я улица Новые Сады	811
	8-я улица Новые Сады	811
	9-я улица Новые Сады	811
	улица Сайкина	0515 0609
	10-я улица Новые Сады	811
	11-я улица Новые Сады	811
	улица Знаменские Садки	708
	Салтыковская улица	0409 0412
	улица Сальвадора Альенде	214
	улица Саляма Адиля	906
	Самаринская улица	609
	2-я Самаринская улица	609
	Самаркандский бульвар	504
	Самарская улица	105
	Самокатная улица	507
	Самотёчная площадь	0105 0108
	Самотёчная улица	0105 0108
	1-й Самотёчный переулок	108
	2-й Самотёчный переулок	108
	3-й Самотёчный переулок	108
	4-й Самотёчный переулок	108
	улица Санникова	311
	Сапёрный проезд	0407 0411
	Ветошный переулок	108
	Санаторная аллея	712
	Саранская улица	504
	Саратовская улица	0513 0514
	1-й Саратовский проезд	514
	2-й Саратовский проезд	514
	Саринский проезд	107
	Сафоновская улица	809
	Сахалинская улица	406
	проспект Академика Сахарова	104
	Саянская улица	407
	Театральная площадь	108
	Сверчков переулок	102
	улица Светланова	815
	Светлогорский проезд	908
	Светлый проезд	214
	улица Алексея Свиридова	819
	площадь Свободной России	106
	Свободный проспект	0407 0411
	улица Свободы	0903 0904 0908
	улица Связистов	1112
	Святоозерская улица	409
	Севанская улица	618
	Севастопольская площадь	703
	Севастопольский проспект	0610 0703 0704 0705 0710 0712
	Северный бульвар	311
	Северный проезд	315
	1-я Северная линия	315
	2-я Северная линия	315
	3-я Северная линия	315
	4-я Северная линия	315
	5-я Северная линия	315
	6-я Северная линия	315
	7-я Северная линия	315
	8-я Северная линия	315
	9-я Северная линия	315
	Северодвинская улица	314
	1-я Северодонецкая улица	711
	2-я Северодонецкая улица	711
	улица Анны Северьяновой	106
	Северянинский проезд	317
	улица Седова	313
	Селезнёвская улица	108
	Селивёрстов переулок	104
	Селигерская улица	203
	Сельскохозяйственная улица	0310 0311 0312 0313
	1-й Сельскохозяйственный проезд	312
	2-й Сельскохозяйственный проезд	312
	Большой Кисловский переулок	0101 0106
	улица Академика Семёнова	711
	Семёновская набережная	102
	Семёновская площадь	417
	Большая Семёновская улица	417
	Малая Семёновская улица	0415 0417
	улица Семёновский Вал	417
	Семёновский переулок	417
	Семёновский проезд	417
	Семинарский тупик	108
	Сенежская улица	207
	улица Серафимовича	110
	Большой Сергиевский переулок	105
	Малый Сергиевский переулок	105
	проезд Серебрякова	0312 0313
	Серебряническая набережная	107
	Серебрянический переулок	107
	Серебряный переулок	101
	Середниковская улица	1005
	улица Серёгина	201
	Сержантская улица	317
	Лубянский проезд	0102 0108
	улица Серова	214
	Серпов переулок	109
	Большая Серпуховская улица	0103 0609
	улица Серпуховский Вал	609
	Серпуховский переулок	103
	площадь Серпуховская Застава	609
	Сеславинская улица	818
	1-я Сестрорецкая улица	212
	2-я Сестрорецкая улица	212
	3-я Сестрорецкая улица	212
	1-й Сетуньский проезд	815
	2-й Сетуньский проезд	815
	3-й Сетуньский проезд	815
	4-й Сетуньский проезд	815
	Сеченовский переулок	109
	Сибирский проезд	107
	Сибиряковская улица	313
	Сивашская улица	703
	переулок Сивцев Вражек	0101 0109
	Сивяков переулок	107
	Сигнальный проезд	0203 0311
	1-й Силикатный проезд	906
	2-й Силикатный проезд	906
	3-й Силикатный проезд	906
	улица Константина Симонова	201
	Симоновская набережная	609
	улица Симоновский Вал	0107 0515 0609
	Большой Симоновский переулок	107
	Симоновский тупик	513
	Симферопольский бульвар	0615 0703
	Симферопольский проезд	615
	Синельниковская улица	711
	1-я улица Синичкина	507
	2-я улица Синичкина	507
	Синявинская улица	212
	Сиреневый бульвар	0405 0408 0416
	Скаковая аллея	202
	Скаковая улица	202
	Скарятинский переулок	106
	Скатертный переулок	0101 0106
	Большой Путинковский переулок	108
	Складочный тупик	309
	Складочная улица	0305 0309
	Скобелевская улица	711
	Сколковское шоссе	809
	Скорняжный переулок	104
	Скотопрогонная улица	0107 0510
	улица Академика Скрябина	0504 0506 0513
	Скрябинский переулок	105
	площадь Славы	506
	Славянская площадь	0107 0108
	Славянский бульвар	819
	улица Слепнёва	306
	Слесарный переулок	105
	Слободской переулок	507
	Смирновская улица	510
	Смоленская набережная	101
	Смоленская площадь	101
	Смоленская-Сенная площадь	0101 0109
	Смоленская улица	0101 0109
	Смоленский бульвар	0101 0109
	1-й Смоленский переулок	101
	2-й Смоленский переулок	101
	3-й Смоленский переулок	101
	Смольная улица	0207 0211 0216
	Снайперская улица	404
	Снежная улица	313
	Малый Кисловский переулок	106
	Соболевский проезд	210
	Тверская площадь	108
	Советская улица	408
	Советская улица	1005
	Советская улица	1112
	Советская улица	1112
	Советская улица	807
	улица Советской Армии	0105 0309
	Совхозная улица	508
	Соймоновский проезд	109
	улица Столетова	815
	3-я улица Соколиной Горы	417
	5-я улица Соколиной Горы	417
	8-я улица Соколиной Горы	0408 0417
	9-я улица Соколиной Горы	417
	10-я улица Соколиной Горы	417
	Соколово-Мещерская улица	901
	улица Маршала Соколовского	907
	улица Сокольническая Слободка	418
	1-я Сокольническая улица	418
	2-я Сокольническая улица	418
	3-я Сокольническая улица	418
	4-я Сокольническая улица	418
	5-я Сокольническая улица	418
	Сокольнический Павильонный проезд	418
	проезд Сокольнического Круга	418
	улица Сокольнический Вал	418
	Сокольнический переулок	418
	Сокольническая площадь	418
	Солдатская улица	507
	Солдатский переулок	507
	Солнечная аллея	1012
	Солнечная улица	618
	Солнечная улица	1012
	Солнечногорская улица	207
	Солнечногорский проезд	207
	Солнцевский проспект	816
	площадь Соловецких Юнг	416
	улица Саломеи Нерис	0904 0908
	проезд Соломенной Сторожки	215
	улица Соловьиная Роща	901
	Соловьиный проезд	712
	улица Солянка	0102 0107
	Солянский проезд	0102 0107
	Солянский тупик	107
	Сормовская улица	504
	Сормовский проезд	504
	Сорокин переулок	510
	проспект 40 лет Октября	508
	Сосинская улица	0107 0515
	Сосинский проезд	107
	Сосновая аллея	1010
	Сосновая аллея	903
	Сосновая улица	907
	Сочинская улица	512
	Союзный проспект	411
	Спартаковская площадь	102
	Спартаковская улица	102
	Спартаковский переулок	102
	Малый Спасоглинищевский переулок	102
	1-й Спасоналивковский переулок	110
	2-й Спасоналивковский переулок	110
	Спасопесковская площадь	101
	Спасопесковский переулок	101
	Большая Спасская улица	104
	Спасский тупик	104
	улица Сперанского	201
	Спиридоньевский переулок	106
	Спортивная улица	618
	Спортивная улица	1112
	Спортивный проезд	508
	улица Сретенка	0104 0105
	площадь Сретенские Ворота	0104 0105
	Сретенский бульвар	104
	Сретенский переулок	104
	Сретенский тупик	104
	Ставропольская улица	508
	Ставропольский проезд	508
	улица Сталеваров	407
	Стандартная улица	302
	Леонтьевский переулок	0106 0108
	Вознесенский переулок	0106 0108
	Станционная улица	308
	Старая площадь	108
	Староалексеевская улица	301
	Старобалаклавская улица	615
	Старобитцевская улица	708
	Староватутинский проезд	303
	Старогавриковская улица	711
	Староволынская улица	0819 0820
	Большой Староданиловский переулок	609
	Старокалужское шоссе	707
	Старокачаловская улица	708
	Старокаширское шоссе	613
	Старокирочный переулок	102
	Староконюшенный переулок	0101 0109
	Старокоптевский переулок	210
	Старокрымская улица	0708 0711
	Старолучанская улица	807
	Старомарьинское шоссе	309
	Старомонетный переулок	110
	Староможайское шоссе	819
	Старонародная улица	711
	Староникольская улица	1115
	Староорловская улица	0816 0811
	Старопанский переулок	108
	Старопетровский проезд	205
	Старопокровский проезд	620
	Старопотаповская улица	711
	Старосадский переулок	102
	Старослободская улица	418
	Старослободский переулок	418
	Староспасская улица	902
	улица Николая Старостина	0412 0409
	Старофилинская улица	212
	Стартовая улица	307
	улица Старый Гай	404
	улица Стасовой	610
	Стахановская улица	513
	1-я Стекольная улица	606
	Столешников переулок	108
	Столовый переулок	106
	Столярный переулок	106
	переулок Огородная Слобода	102
	Сторожевая улица	507
	Страстной бульвар	108
	проезд Стратонавтов	903
	Страховская улица	415
	Стрелецкая улица	309
	1-й Стрелецкий проезд	309
	2-й Стрелецкий проезд	309
	3-й Стрелецкий проезд	309
	4-й Стрелецкий проезд	309
	Стрельбищенский переулок	106
	Стремянный переулок	103
	Строгановский проезд	507
	Строгинский бульвар	905
	Строгинское шоссе	905
	улица Строителей	0702 0706
	Строительный проезд	908
	Стройковская улица	107
	улица Стромынка	418
	проезд Стройкомбината	820
	Стромынский переулок	418
	Большой Строченовский переулок	103
	Малый Строченовский переулок	103
	Студенецкий переулок	106
	Студёный проезд	314
	Студенческая улица	805
	Ступинский проезд	607
	Ступинская улица	607
	1-й Суворовский переулок	415
	Суворовская улица	415
	Никитский бульвар	0101 0106
	улица Судакова	508
	улица Маршала Судца	217
	Судостроительная улица	614
	Суздальская улица	412
	Суздальский проезд	412
	Сумская улица	619
	Сумской проезд	619
	улица Степана Супруна	201
	улица Сурикова	214
	Сурский проезд	504
	Верхний Сусальный переулок	102
	Нижний Сусальный переулок	102
	улица Ивана Сусанина	209
	Сусоколовское шоссе	308
	Большой Сухаревский переулок	105
	Малый Сухаревский переулок	105
	улица Авиаконструктора Сухого	217
	Сухонская улица	0314 0316
	Сущёвская улица	108
	улица Сущёвский Вал	0105 0108 0309
	Сходненская улица	908
	Сходненский проезд	908
	Сходненский тупик	0903 0908
	Съезжинский переулок	107
	Сыромятническая набережная	102
	Верхняя Сыромятническая улица	0102 0107
	Нижняя Сыромятническая улица	102
	Новая Сыромятническая улица	102
	Сыромятнический проезд	102
	1-й Сыромятнический переулок	102
	2-й Сыромятнический переулок	107
	3-й Сыромятнический переулок	0102 0107
	4-й Сыромятнический переулок	102
	Сытинский переулок	0106 0108
	Сытинский тупик	106
	Таганрогская улица	508
	Таганская площадь	107
	Таганская улица	107
	Тагильская улица	0406 0410
	Таёжная улица	307
	Таймырская улица	307
	Тайнинская улица	307
	улица Талалихина	0107 0510
	улица Талалихина	1115
	Талдомская улица	209
	Таллинская улица	905
	Таманская улица	906
	Тамбовская улица	617
	площадь Академика Тамма	702
	Таможенный проезд	507
	Малый Власьевский переулок	109
	Танковый проезд	507
	улица Лётчицы Тарасовой	1005
	Тарный проезд	618
	Тарусская улица	712
	Тарутинская улица	819
	Тарханская улица	504
	Татарская улица	103
	Большой Татарский переулок	103
	Малый Татарский переулок	103
	улица Татищева	609
	Ташкентская улица	504
	Ташкентский переулок	504
	улица Твардовского	905
	Палисадная улица	816
	1-я Тверская-Ямская улица	108
	2-я Тверская-Ямская улица	108
	3-я Тверская-Ямская улица	108
	4-я Тверская-Ямская улица	108
	Тверской бульвар	0106 0108
	Тверской проезд	108
	1-й Тверской-Ямской переулок	108
	2-й Тверской-Ямской переулок	108
	Театральная аллея	201
	Театральный проезд	0105 0108
	1-я улица Текстильщиков	514
	7-я улица Текстильщиков	514
	8-я улица Текстильщиков	514
	11-я улица Текстильщиков	514
	площадь Эрнста Тельмана	201
	Архангельский переулок	102
	Тенистый проезд	313
	Тепличный переулок	907
	Теплостанский проезд	709
	улица Тёплый Стан	709
	улица Терёшково	816
	Терлецкий проезд	0407 0413
	Тессинский переулок	107
	Тетеринский переулок	107
	Технический переулок	102
	Тимирязевская улица	215
	Тимирязевский проезд	215
	улица Маршала Тимошенко	807
	Тимуровская улица	618
	Типографская улица	1115
	площадь Иосипа Броз Тито	0701 0710
	улица Титова	415
	Титовский проезд	110
	Тихая улица	508
	Тихвинская улица	0108 0309
	Тихвинский переулок	108
	1-й Тихвинский тупик	108
	Тихий тупик	107
	улица Тихомирова	314
	Большая Тихоновская улица	418
	Малая Тихоновская улица	418
	Тихорецкий бульвар	508
	Тишинская площадь	106
	Большой Тишинский переулок	106
	Малый Тишинский переулок	106
	Средний Тишинский переулок	106
	Ткацкая улица	417
	Тобольский переулок	306
	Товарищеская улица	618
	Товарищеский переулок	107
	Токарная улица	403
	Токмаков переулок	102
	проезд Толбухина	809
	улица Толбухина	809
	Большой Толмачёвский переулок	110
	Малый Толмачёвский переулок	110
	Старый Толмачёвский переулок	103
	улица Спиридоновка	106
	улица Льва Толстого	109
	Софийская набережная	110
	Тополёвая аллея	504
	Торговая улица	1115
	Третьяковский проезд	108
	улица Трёхгорный Вал	106
	Большой Трёхгорный переулок	106
	Малый Трёхгорный переулок	106
	Средний Трёхгорный переулок	106
	Трёхпрудный переулок	0106 0108
	Трикотажный проезд	0908 0902
	Триумфальная площадь	108
	Трифоновская улица	0105 0309
	Трифоновский тупик	105
	Троекуровский проезд	0809 0820
	Троилинский переулок	101
	Троицкая улица	105
	1-й Троицкий переулок	105
	2-й Троицкий переулок	105
	Тропарёвская улица	817
	улица Трофимова	0515 0609
	Трубецкая улица	109
	Трубная площадь	0105 0108
	Трубная улица	105
	Трубниковский переулок	101
	Трудовая аллея	201
	Трудовая улица	107
	1-й переулок Тружеников	109
	2-й переулок Тружеников	109
	3-й переулок Тружеников	109
	улица Сергия Радонежского	107
	Большая Тульская улица	0609 0610
	Малая Тульская улица	0609 0610
	1-й Тульский переулок	609
	2-й Тульский переулок	610
	площадь Туманяна	0203 0209
	набережная Академика Туполева	102
	Тупиковая улица	1112
	Тургеневская площадь	104
	Туристская улица	0904 0908
	Туркменский проезд	905
	Турчанинов переулок	109
	улица Маршала Тухачевского	906
	Тучковская улица	818
	Тушинская улица	903
	Тушинская площадь	903
	1-й Тушинский проезд	903
	2-й Тушинский проезд	903
	3-й Тушинский проезд	903
	улица 1812 Года	805
	улица 1905 Года	106
	улица Генерала Тюленева	709
	Тюльпанная улица	809
	Тюменская улица	0403 0415
	Тюменский проезд	403
	улица Тюрина	606
	Тютчевская аллея	712
	улица Тюфелева Роща	609
	Угличская улица	306
	Угловой переулок	108
	Уваровский переулок	902
	Угрешская улица	511
	1-й Угрешский проезд	511
	2-й Угрешский проезд	511
	3-й Угрешский проезд	511
	улица Удальцова	0814 0815
	Узкий переулок	310
	улица Леси Украинки	807
	Украинский бульвар	805
	Уланский переулок	104
	Новопесчаная улица	214
	улица Дмитрия Ульянова	0701 0702 0705
	улица Марии Ульяновой	706
	Николоямская улица	107
	Землянский переулок	107
	Университетская площадь	815
	Университетский проспект	0702 0815
	Упорный переулок	507
	Уральская улица	406
	Уржумская улица	313
	Усачёва улица	109
	Усачёвский переулок	109
	улица Усиевича	201
	улица Авиаконструктора Яковлева	201
	Успенский переулок	108
	Уссурийская улица	406
	Осенний бульвар	806
	Устьинская набережная	107
	Устьинский проезд	107
	улица Уткина	0413 0417
	Утренняя улица	0411 0413
	Ухтомская улица	507
	Ухтомский переулок	507
	улица Ухтомского Ополчения	512
	Учебный переулок	109
	Учинская улица	208
	бульвар Адмирала Ушакова	711
	улица Фабрициуса	908
	Фабричная улица	902
	Фабричный проезд	908
	улица Фадеева	108
	Большой Факельный переулок	107
	Малый Факельный переулок	107
	Факультетский переулок	214
	Фалеевский переулок	110
	Фармацевтический проезд	210
	Федеративный проспект	0407 0411 0413
	улица Константина Федина	416
	улица Маршала Федоренко	209
	улица Фёдорова	306
	Федоскинская улица	317
	улица Федосьино	811
	Малый Николопесковский переулок	101
	Феодосийская улица	708
	Ферганская улица	504
	Ферганский проезд	504
	улица Ферсмана	701
	Фестивальная улица	0207 0211 0216
	Фигурный переулок	415
	Физкультурный проезд	818
	Филёвская набережная	818
	Филёвский бульвар	818
	Большая Филёвская улица	0818 0819
	Малая Филёвская улица	819
	2-я Филёвская улица	818
	3-я Филёвская улица	818
	Фирсановское шоссе	1010
	Флотская улица	0207 0211 0216
	улица Фомичёвой	904
	улица Фонвизина	305
	улица Братьев Фонченко	805
	Фортунатовская улица	417
	улица Фотиевой	702
	улица Ивана Франко	0807 0819
	шоссе Фрезер	510
	проезд Фрезер	413
	1-я Фрезерная улица	510
	2-я Фрезерная улица	510
	Фролов переулок	104
	Фруктовая улица	0615 0703
	улица Знаменка	0101 0108 0109
	улица Тимура Фрунзе	109
	Фрунзенская набережная	109
	1-я Фрунзенская улица	109
	2-я Фрунзенская улица	109
	3-я Фрунзенская улица	109
	Фрязевская улица	0407 0411
	Фуркасовский переулок	0105 0104
	Нащокинский переулок	109
	Фурманный переулок	102
	улица Юлиуса Фучика	0106 0108
	Хавская улица	0110 0609 0610
	Халтуринская улица	415
	Халтуринский проезд	415
	улица Хамовнический Вал	109
	2-я Хапиловская улица	417
	Большой Харитоньевский переулок	102
	Харьковская улица	607
	Харьковский проезд	607
	улица Хачатуряна	311
	Хвалынский бульвар	504
	Хвойная улица	414
	1-й Хвостов переулок	110
	2-й Хвостов переулок	110
	Херсонская улица	0703 0710
	Хибинский проезд	317
	Хилков переулок	109
	Химкинский бульвар	0904 0908
	улица Николая Химушина	410
	Хлебников переулок	107
	Хлебный переулок	0101 0106
	Хлебобулочный проезд	710
	Хлебозаводский проезд	613
	улица Хлобыстова	504
	Хлыновский тупик	106
	Пушкарёв переулок	105
	улица Маросейка	102
	площадь Хо Ши Мина	701
	Хованская улица	310
	Ходынская улица	106
	Ходынский бульвар	217
	1-й Ходынский проезд	217
	2-й Ходынский проезд	217
	3-й Ходынский проезд	217
	4-й Ходынский проезд	217
	Холмогорская улица	317
	Холодильный переулок	609
	переулок Хользунова	109
	Хомутовский тупик	102
	Хордовый проезд	608
	Хоромный тупик	102
	3-я Хорошёвская улица	906
	1-й Хорошёвский проезд	217
	2-й Хорошёвский проезд	217
	3-й Хорошёвский проезд	217
	Хорошёвский тупик	217
	1-я линия Хорошёвского Серебряного Бора	906
	2-я линия Хорошёвского Серебряного Бора	906
	3-я линия Хорошёвского Серебряного Бора	906
	4-я линия Хорошёвского Серебряного Бора	906
	Хорошёвское шоссе	217
	улица Академика Хохлова	815
	улица Верхняя Хохловка	510
	Хохловская площадь	102
	Хохловский переулок	102
	улица Хромова	415
	Хрустальный переулок	108
	Хрущёвский переулок	109
	Камергерский переулок	108
	1-я Хуторская улица	213
	2-я Хуторская улица	213
	1-й Хуторской переулок	213
	2-й Хуторской переулок	213
	3-й Хуторской переулок	213
	4-й Хуторской переулок	213
	Хотьковская улица	306
	улица Цандера	310
	улица Константина Царёва	214
	Цариков переулок	902
	Цветной бульвар	0105 0108
	Цветной переулок	105
	Цветочный проезд	908
	Центральная площадь	1010
	Центральная улица	1112
	Центральная улица	1112
	Центральная улица	1112
	Центросоюзный переулок	102
	Центральная улица	902
	Центральный проезд Хорошёвского Серебряного Бора	906
	Центральный проспект	1009 1010
	улица Клары Цеткин	0205 0210
	улица Церковная Горка	301
	Цимлянская улица	508
	улица Циолковского	903
	улица Цюрупы	710
	улица ЦНИИМЭ	1005
	улица ЦНИИМОД	1005
	Чагинская улица	508
	улица Лизы Чайкиной	201
	Новинский бульвар	0101 0106
	улица Чапаева	1112
