Бутовский тупик;Бутовский туп.;Butovskij tupik;;;
Быковская улица;Быковская ул.;By'kovskaya ulicza;;;
Весенняя улица;Весенняя ул.;Vesennyaya ulicza;;;
Вишнёвая улица;Вишнёвая ул.;Vishnyovaya ulicza;;;
Водопроводная улица;Водопроводная ул.;Vodoprovodnaya ulicza;;;
Вокзальная улица;Вокзальная ул.;Vokzal`naya ulicza;;;
Высотная улица;Высотная ул.;Vy'sotnaya ulicza;;;
улица Гоголя;ул. Гоголя;ulicza Gogolya;;;
улица Громова;ул. Громова;ulicza Gromova;;;
улица Дзержинского;ул. Дзержинского;ulicza Dzerzhinskogo;;;
Дорожная улица;Дорожная ул.;Dorozhnaya ulicza;;;
Железнодорожная улица;Железнодорожная ул.;Zheleznodorozhnaya ulicza;;;
Заводская улица;Заводская ул.;Zavodskaya ulicza;;;
Западная улица;Западная ул.;Zapadnaya ulicza;;;
Зелёная улица;Зелёная ул.;Zelyonaya ulicza;;;
Индустриальная улица;Индустриальная ул.;Industrial`naya ulicza;;;
улица Кирова;ул. Кирова;ulicza Kirova;;;
Колхозная улица;Колхозная ул.;Kolxoznaya ulicza;;;
Комсомольская улица;Комсомольская ул.;Komsomol`skaya ulicza;;;
Кооперативная улица;Кооперативная ул.;Kooperativnaya ulicza;;;
улица Космонавтов;ул. Космонавтов;ulicza Kosmonavtov;;;
улица Котовского;ул. Котовского;ulicza Kotovskogo;;;
улица Олега Кошевого;ул. Олега Кошевого;ulicza Olega Koshevogo;;;
Красная улица;Красная ул.;Krasnaya ulicza;;;
Красноармейская улица;Красноармейская ул.;Krasnoarmejskaya ulicza;;;
улица Кутузова;ул. Кутузова;ulicza Kutuzova;;;
улица Лермонтова;ул. Лермонтова;ulicza Lermontova;;;
Лесная улица;Лесная ул.;Lesnaya ulicza;;;
улица Ломоносова;ул. Ломоносова;ulicza Lomonosova;;;
Люблинская улица;Люблинская ул.;Lyublinskaya ulicza;;;
Майская улица;Майская ул.;Majskaya ulicza;;;
улица Маяковского;ул. Маяковского;ulicza Mayakovskogo;;;
улица Мичурина;ул. Мичурина;ulicza Michurina;;;
Молодёжная улица;Молодёжная ул.;Molodyozhnaya ulicza;;;
Московская улица;Московская ул.;Moskovskaya ulicza;;;
Московский переулок;Московский пер.;Moskovskij pereulok;;;
улица Мостотреста;ул. Мостотреста;ulicza Mostotresta;;;
Набережная улица;Набережная ул.;Naberezhnaya ulicza;;;
Новая улица;Новая ул.;Novaya ulicza;;;
Новостроевская улица;Новостроевская ул.;Novostroevskaya ulicza;;;
Овражная улица;Овражная ул.;Ovrazhnaya ulicza;;;
Октябрьская улица;Октябрьская ул.;Oktyabr`skaya ulicza;;;
улица 40 лет Октября;ул. 40 лет Октября;ulicza Sorok let Oktyabrya;;;
улица Орджоникидзе;ул. Орджоникидзе;ulicza Ordzhonikidze;;;
Остафьевская улица;Остафьевская ул.;Ostaf`evskaya ulicza;;;
Остафьевское шоссе;Остафьевское ш.;Ostaf`evskoe shosse;;;
Парковая улица;Парковая ул.;Parkovaya ulicza;;;
Партизанская улица;Партизанская ул.;Partizanskaya ulicza;;;
Первомайская улица;Первомайская ул.;Pervomajskaya ulicza;;;
Пионерская улица;Пионерская ул.;Pionerskaya ulicza;;;
Подольская улица;Подольская ул.;Podol`skaya ulicza;;;
Почтовая улица;Почтовая ул.;Pochtovaya ulicza;;;
Пролетарская улица;Пролетарская ул.;Proletarskaya ulicza;;;
Прудовая улица;Прудовая ул.;Prudovaya ulicza;;;
Пушкинская улица;Пушкинская ул.;Pushkinskaya ulicza;;;
Рабочая улица;Рабочая ул.;Rabochaya ulicza;;;
Радужная улица;Радужная ул.;Raduzhnaya ulicza;;;
Речная улица;Речная ул.;Rechnaya ulicza;;;
Садовая улица;Садовая ул.;Sadovaya ulicza;;;
Светлая улица;Светлая ул.;Svetlaya ulicza;;;
Северная улица;Северная ул.;Severnaya ulicza;;;
Симферопольская улица;Симферопольская ул.;Simferopol`skaya ulicza;;;
Сиреневая улица;Сиреневая ул.;Sirenevaya ulicza;;;
Советская улица;Советская ул.;Sovetskaya ulicza;;;
Совхозная улица;Совхозная ул.;Sovxoznaya ulicza;;;
Спортивная улица;Спортивная ул.;Sportivnaya ulicza;;;
улица Стасова;ул. Стасова;ulicza Stasova;;;
улица Стасовой;ул. Стасовой;ulicza Stasovoj;;;
Сыровская улица;Сыровская ул.;Sy'rovskaya ulicza;;;
Театральная улица;Театральная ул.;Teatral`naya ulicza;;;
улица Тимирязева;ул. Тимирязева;ulicza Timiryazeva;;;
улица Толбухина;ул. Толбухина;ulicza Tolbuxina;;;
Трудовая улица;Трудовая ул.;Trudovaya ulicza;;;
Флотская улица;Флотская ул.;Flotskaya ulicza;;;
Цветочная улица;Цветочная ул.;Czvetochnaya ulicza;;;
1-я Центральная улица;1-я Центральная ул.;Pervaya Czentral`naya ulicza;;;
2-я Центральная улица;2-я Центральная ул.;Vtoraya Czentral`naya ulicza;;;
улица Чайковского;ул. Чайковского;ulicza Chajkovskogo;;;
улица Чапаева;ул. Чапаева;ulicza Chapaeva;;;
улица Чкалова;ул. Чкалова;ulicza Chkalova;;;
Школьная улица;Школьная ул.;Shkol`naya ulicza;;;
Щербинский проезд;Щербинский пр.;Shherbinskij proezd;;;
улица Энгельса;ул. Энгельса;ulicza E'ngel`sa;;;
Юбилейная улица;Юбилейная ул.;Yubilejnaya ulicza;;;
Южная улица;Южная ул.;Yuzhnaya ulicza;;;
площадь Академика Верещагина;пл. Академика Верещагина;ploshhad` Akademika Vereshhagina;;;
Академическая площадь;Академическая пл.;Akademicheskaya ploshhad`;;;
Академическая улица;Академическая ул.;Akademicheskaya ulicza;;;
Андреевская улица;Андреевская ул.;Andreevskaya ulicza;;;
Берёзовая улица;Берёзовая ул.;Beryozovaya ulicza;;;
Богородская улица;Богородская ул.;Bogorodskaya ulicza;;;
1-й Богородский переулок;1-й Богородский пер.;Pervy'j Bogorodskij pereulok;;;
2-й Богородский переулок;2-й Богородский пер.;Vtoroj Bogorodskij pereulok;;;
3-й Богородский переулок;3-й Богородский пер.;Tretij Bogorodskij pereulok;;;
4-й Богородский переулок;4-й Богородский пер.;Chetvyorty'j Bogorodskij pereulok;;;
Весенняя улица;Весенняя ул.;Vesennyaya ulicza;;;
Высотная улица;Высотная ул.;Vy'sotnaya ulicza;;;
Городская улица;Городская ул.;Gorodskaya ulicza;;;
Дальняя улица;Дальняя ул.;Dal`nyaya ulicza;;;
Дачная улица;Дачная ул.;Dachnaya ulicza;;;
Еловая улица;Еловая ул.;Elovaya ulicza;;;
Заречная улица;Заречная ул.;Zarechnaya ulicza;;;
Звёздная улица;Звёздная ул.;Zvyozdnaya ulicza;;;
Зелёная улица;Зелёная ул.;Zelyonaya ulicza;;;
Индустриальная улица;Индустриальная ул.;Industrial`naya ulicza;;;
Институтская улица;Институтская ул.;Institutskaya ulicza;;;
Июльская улица;Июльская ул.;Iyul`skaya ulicza;;;
Комсомольская улица;Комсомольская ул.;Komsomol`skaya ulicza;;;
Комсомольский проезд;Комсомольский пр.;Komsomol`skij proezd;;;
Лагерная улица;Лагерная ул.;Lagernaya ulicza;;;
Лагерный переулок;Лагерный пер.;Lagerny'j pereulok;;;
Лесная улица;Лесная ул.;Lesnaya ulicza;;;
Лесхозная улица;Лесхозная ул.;Lesxoznaya ulicza;;;
Мирная улица;Мирная ул.;Mirnaya ulicza;;;
1-я Мичуринская улица;1-я Мичуринская ул.;Pervaya Michurinskaya ulicza;;;
2-я Мичуринская улица;2-я Мичуринская ул.;Vtoraya Michurinskaya ulicza;;;
Молодёжная улица;Молодёжная ул.;Molodyozhnaya ulicza;;;
Набережная улица;Набережная ул.;Naberezhnaya ulicza;;;
Нагорная улица;Нагорная ул.;Nagornaya ulicza;;;
Нижняя улица;Нижняя ул.;Nizhnyaya ulicza;;;
улица Новостройка;ул. Новостройка;ulicza Novostrojka;;;
Большая Октябрьская улица;Б. Октябрьская ул.;Bol`shaya Oktyabr`skaya ulicza;;;
Октябрьский проспект;Октябрьский просп.;Oktyabr`skij prospekt;;;
Парковая улица;Парковая ул.;Parkovaya ulicza;;;
Парковый переулок;Парковый пер.;Parkovy'j pereulok;;;
Первомайская улица;Первомайская ул.;Pervomajskaya ulicza;;;
Песчаная улица;Песчаная ул.;Peschanaya ulicza;;;
Пионерская улица;Пионерская ул.;Pionerskaya ulicza;;;
Пионерский проезд;Пионерский пр.;Pionerskij proezd;;;
улица Полковника Милиции Курочкина;ул. Полковника Милиции Курочкина;ulicza Polkovnika Miliczii Kurochkina;;;
Прибрежная улица;Прибрежная ул.;Pribrezhnaya ulicza;;;
Промышленная улица;Промышленная ул.;Promy'shlennaya ulicza;;;
улица Просека;ул. Просека;ulicza Proseka;;;
улица Пушковых;ул. Пушковых;ulicza Pushkovy'x;;;
Рабочая улица;Рабочая ул.;Rabochaya ulicza;;;
Радужная улица;Радужная ул.;Raduzhnaya ulicza;;;
Речная улица;Речная ул.;Rechnaya ulicza;;;
Рождественская улица;Рождественская ул.;Rozhdestvenskaya ulicza;;;
Рождественский переулок;Рождественский пер.;Rozhdestvenskij pereulok;;;
Садовая улица;Садовая ул.;Sadovaya ulicza;;;
Светлая улица;Светлая ул.;Svetlaya ulicza;;;
Северная улица;Северная ул.;Severnaya ulicza;;;
Сиреневый бульвар;Сиреневый бульв.;Sirenevy'j bul`var;;;
Солнечная улица;Солнечная ул.;Solnechnaya ulicza;;;
Сосновая улица;Сосновая ул.;Sosnovaya ulicza;;;
Софийская улица;Софийская ул.;Sofijskaya ulicza;;;
Спортивная улица;Спортивная ул.;Sportivnaya ulicza;;;
улица Текстильщиков;ул. Текстильщиков;ulicza Tekstil`shhikov;;;
Теннисная улица;Теннисная ул.;Tennisnaya ulicza;;;
Тихая улица;Тихая ул.;Tixaya ulicza;;;
улица Тупик;ул. Тупик;ulicza Tupik;;;
Учительский переулок;Учительский пер.;Uchitel`skij pereulok;;;
Фабричная площадь;Фабричная пл.;Fabrichnaya ploshhad`;;;
Физическая улица;Физическая ул.;Fizicheskaya ulicza;;;
Фруктовая улица;Фруктовая ул.;Fruktovaya ulicza;;;
Цветочная улица;Цветочная ул.;Czvetochnaya ulicza;;;
Центральная улица;Центральная ул.;Czentral`naya ulicza;;;
Школьная улица;Школьная ул.;Shkol`naya ulicza;;;
Юбилейная улица;Юбилейная ул.;Yubilejnaya ulicza;;;
Южная улица;Южная ул.;Yuzhnaya ulicza;;;
Ягодная улица;Ягодная ул.;Yagodnaya ulicza;;;
1-я улица Лесные Поляны;1-я ул. Лесные Поляны;Pervaya ulicza Lesny'e Polyany';;;
2-я улица Лесные Поляны;2-я ул. Лесные Поляны;Vtoraya ulicza Lesny'e Polyany';;;
3-я улица Лесные Поляны;3-я ул. Лесные Поляны;Tret`ya ulicza Lesny'e Polyany';;;
4-я улица Лесные Поляны;4-я ул. Лесные Поляны;Chetvyortaya ulicza Lesny'e Polyany';;;
5-я улица Лесные Поляны;5-я ул. Лесные Поляны;Pyataya ulicza Lesny'e Polyany';;;
6-я улица Лесные Поляны;6-я ул. Лесные Поляны;Shestaya ulicza Lesny'e Polyany';;;
улица Александры Монаховой;ул. Александры Монаховой;ulicza Aleksandry' Monaxovoj;;;
Бачуринская улица;Бачуринская ул.;Bachurinskaya ulicza;;;
улица Липовый Парк;ул. Липовый Парк;ulicza Lipov'yj Park;;;
Фитарёвская улица;Фитарёвская ул.;Fitaryovskaya ulicza;;;
улица Сосенский Стан;ул. Сосенский Стан;ulicza Sosenskij Stan;;;
Летовская улица;Летовская ул.;Letovskaya ulicza;;;
Малая Летовская улица;Малая Летовская ул.;Malaya Letovskaya ulicza;;;
Николо-Хованская улица;Николо-Хованская ул.;Nikolo-Xovanskaya ulicza;;;
Зимёнковская улица;Зимёнковская ул.;Zimyonkovskaya ulicza;;;
1-я Нововатутинская улица;1-я Нововатутинская ул.;Pervaya Novovatutinskaya ulicza;;;
2-я Нововатутинская улица;2-я Нововатутинская ул.;Vtoraya Novovatutinskaya ulicza;;;
3-я Нововатутинская улица;3-я Нововатутинская ул.;Tret`ya Novovatutinskaya ulicza;;;
4-я Нововатутинская улица;4-я Нововатутинская ул.;Chetvyortaya Novovatutinskaya ulicza;;;
5-я Нововатутинская улица;5-я Нововатутинская ул.;Pyataya Novovatutinskaya ulicza;;;
6-я Нововатутинская улица;6-я Нововатутинская ул.;Shestaya Novovatutinskaya ulicza;;;
Облепиховая улица;Облепиховая ул.;Oblepixovaya ulicza;;;
Футбольная улица;Футбольная ул.;Futbol`naya ulicza;;;
Гимнастическая улица;Гимнастическая ул.;Gimnasticheskaya ulicza;;;
Кедровая улица;Кедровая ул.;Kedrovaya ulicza;;;
Светлая улица;Светлая ул.;Svetlaya ulicza;;;
Юпитерская улица;Юпитерская ул.;Yupiterskaya ulicza;;;
Космическая улица;Космическая ул.;Kosmicheskaya ulicza;;;
Нововатутинский проспект;Нововатутинский просп.;Novovatutinskij prospekt;;;
улица Киплинга;ул. Киплинга;ulicza Kiplinga;;;
улица Диккенса;ул. Диккенса;ulicza Dikkensa;;;
улица Шекспира;ул. Шекспира;ulicza Shekspira;;;
Троицкий бульвар;Троицкий бульв.;Troiczkij bul`var;;;
улица Академика Черенкова;ул. Академика Черенкова;ulicza Akademika Cherenkova;;;
1-я Ватутинская улица;1-я Ватутинская ул.;Pervaya Vatutinskaya ulicza;;;
2-я Ватутинская улица;2-я Ватутинская ул.;Vtoraya Vatutinskaya ulicza;;;
3-я Ватутинская улица;3-я Ватутинская ул.;Tret`ya Vatutinskaya ulicza;;;
4-я Ватутинская улица;4-я Ватутинская ул.;Chetvyortaya Vatutinskaya ulicza;;;
улица Дмитрия Кабалевского;ул. Дмитрия Кабалевского;ulicza Dmitriya Kabalevskogo;;;
улица Дмитрия Рябинкина;ул. Дмитрия Рябинкина;ulicza Dmitriya Ryabinkina;;;
Яковлевская улица;Яковлевская ул.;Yakovlevskaya ulicza;;;
Армейская улица;Армейская ул.;Armejskaya ulicza;;;
Чароитовая улица;Чароитовая ул.;Charoitovaya ulicza;;;
улица Генерала Милорадовича;ул. Генерала Милорадовича;ulicza Generala Miloradovicha;;;
Киселёвская улица;Киселёвская ул.;Kiselyovskaya ulicza;;;
Евсеевская улица;Евсеевская ул.;Evseevskaya ulicza;;;
улица Плёсенка;ул. Плёсенка;ulicza Plyosenka;;;
Кувекинская улица;Кувекинская ул.;Kuvekinskaya ulicza;;;
улица Авиаконструктора Петлякова;ул. Авиаконструктора Петлякова;ulicza Aviakonstruktora Petlyakova;;;
улица Лётчика Ульянина;ул. Лётчика Ульянина;ulicza Lyotchika Ul`yanina;;;
улица Лётчика Грицевца;ул. Лётчика Грицевца;ulicza Lyotchika Griczevcza;;;
улица Стольника Потёмкина;ул. Стольника Потёмкина;ulicza Stol`nika Potyomkina;;;
улица Алёшинская Долина;ул. Алёшинская Долина;ulicza Alyoshinskaya Dolina;;;
Колчевская улица;Колчевская ул.;Kolchevskaya ulicza;;;
улица Таволга;ул. Таволга;ulicza Tavolga;;;
улица Буквица;ул. Буквица;ulicza Bukvicza;;;
улица Героя России Чернышёва;ул. Героя России Чернышёва;ulicza Geroya Rossii Cherny'shyova;;;
улица Генерала Трошева;ул. Генерала Трошева;ulicza Generala Trosheva;;;
улица Маршала Кутахова;ул. Маршала Кутахова;ulicza Marshala Kutaxova;;;
улица Генерала Максимчука;ул. Генерала Максимчука;ulicza Generala Maksimchuka;;;
улица Никитина;ул. Никитина;ulicza Nikitina;;;
улица Бианки;ул. Бианки;ulicza Bianki;;;
улица Берёзки;ул. Берёзки;ulicza Beryozki;;;
улица Барышевская Роща;ул. Барышевская Роща;ulicza Bary'shevskaya Roshha;;;
улица Адмирала Корнилова;ул. Адмирала Корнилова;ulicza Admirala Kornilova;;;
улица Потаповская Роща;ул. Потаповская Роща;ulicza Potapovskaya Roshha;;;
1-я Фоминская улица;1-я Фоминская ул.;Pervaya Fominskaya ulicza;;;
2-я Фоминская улица;2-я Фоминская ул.;Vtoraya Fominskaya ulicza;;;
Новоархангельская улица;Новоархангельская ул.;Novoarxangel`skaya ulicza;;;
Ирландская улица;Ирландская ул.;Irlandskaya ulicza;;;
Дублинская улица;Дублинская ул.;Dublinskaya ulicza;;;
улица Джонатана Свифта;ул. Джонатана Свифта;ulicza Dzhonatana Svifta;;;
улица Бернарда Шоу;ул. Бернарда Шоу;ulicza Bernarda Shou;;;
улица Изумрудная Долина;ул. Изумрудная Долина;ulicza Izumrudnaya Dolina;;;
Туманная улица;Туманная ул.;Tumannaya ulicza;;;
1-я Клеверная улица;1-я Клеверная ул.;Pervaya Klevernaya ulicza;;;
2-я Клеверная улица;2-я Клеверная ул.;Vtoraya Klevernaya ulicza;;;
3-я Клеверная улица;3-я Клеверная ул.;Tret`ya Klevernaya ulicza;;;
4-я Клеверная улица;4-я Клеверная ул.;Chetvyortaya Klevernaya ulicza;;;
5-я Клеверная улица;5-я Клеверная ул.;Pyataya Klevernaya ulicza;;;
6-я Клеверная улица;6-я Клеверная ул.;Shestaya Klevernaya ulicza;;;
7-я Клеверная улица;7-я Клеверная ул.;Sed`maya Klevernaya ulicza;;;
Аникинская улица;Аникинская ул.;Anikinskaya ulicza;;;
Барятинская улица;Барятинская ул.;Baryatinskaya ulicza;;;
1-я Бахметьевская улица;1-я Бахметьевская ул.;Pervaya Baxmet`evskaya ulicza;;;
2-я Бахметьевская улица;2-я Бахметьевская ул.;Vtoraya Baxmet`evskaya ulicza;;;
3-я Бахметьевская улица;3-я Бахметьевская ул.;Tret`ya Baxmet`evskaya ulicza;;;
Белоусовская улица;Белоусовская ул.;Belousovskaya ulicza;;;
улица Верейская Слобода;ул. Верейская Слобода;ulicza Verejskaya Sloboda;;;
Верховская улица;Верховская ул.;Verxovskaya ulicza;;;
улица Девичья Поляна;ул. Девичья Поляна;ulicza Devich`ya Polyana;;;
1-я Дементьевская улица;1-я Дементьевская ул.;Pervaya Dement`evskaya ulicza;;;
2-я Дементьевская улица;2-я Дементьевская ул.;Vtoraya Dement`evskaya ulicza;;;
3-я Дементьевская улица;3-я Дементьевская ул.;Tret`ya Dement`evskaya ulicza;;;
Зосимовская улица;Зосимовская ул.;Zosimovskaya ulicza;;;
улица Отчин Колодец;ул. Отчин Колодец;ulicza Otchin Kolodecz;;;
Офицерская улица;Офицерская ул.;Oficzerskaya ulicza;;;
Гусарская улица;Гусарская ул.;Gusarskaya ulicza;;;
Власьевская улица;Власьевская ул.;Vlas`evskaya ulicza;;;
Калиновая улица;Калиновая ул.;Kalinovaya ulicza;;;
Ознобишинский проезд;Ознобишинский пр.;Oznobishinskij proezd;;;
Заречная улица;Заречная ул.;Zarechnaya ulicza;;;
Январская улица;Январская ул.;Yanvarskaya ulicza;;;
Озёрная улица;Озёрная ул.;Ozyornaya ulicza;;;
Светлая улица;Светлая ул.;Svetlaya ulicza;;;
Вишнёвая улица;Вишнёвая ул.;Vishnyovaya ulicza;;;
Южная улица;Южная ул.;Yuzhnaya ulicza;;;
Александровская улица;Александровская ул.;Aleksandrovskaya ulicza;;;
Ольховая улица;Ольховая ул.;Ol`xovaya ulicza;;;
Кленовая улица;Кленовая ул.;Klenovaya ulicza;;;
Дубравная улица;Дубравная ул.;Dubravnaya ulicza;;;
улица Русская Деревня;ул. Русская Деревня;ulicza Russkaya Derevnya;;;
Ключевая улица;Ключевая ул.;Klyuchevaya ulicza;;;
Летняя улица;Летняя ул.;Letnyaya ulicza;;;
Изумрудная улица;Изумрудная ул.;Izumrudnaya ulicza;;;
Староникольская улица;Староникольская ул.;Staronikol`skaya ulicza;;;
Юго-Восточная улица;Юго-Восточная ул.;Yugo-Vostochnaya ulicza;;;
Чистопрудная улица;Чистопрудная ул.;Chistoprudnaya ulicza;;;
улица Вишнёвый Сад;ул. Вишнёвый Сад;ulicza Vishnyovy'j Sad;;;
Лесная улица;Лесная ул.;Lesnaya ulicza;;;
Живописная улица;Живописная ул.;Zhivopisnaya ulicza;;;
Рябиновая улица;Рябиновая ул.;Ryabinovaya ulicza;;;
Сиреневая улица;Сиреневая ул.;Sirenevaya ulicza;;;
Дачный переулок;Дачный пер.;Dachny'j pereulok;;;
улица Центральная Усадьба;ул. Центральная Усадьба;ulicza Central`naya Usad`ba;;;
Овражная улица;Овражная ул.;Ovrazhnaya ulicza;;;
Луговая улица;Луговая ул.;Lugovaya ulicza;;;
Солнечная улица;Солнечная ул.;Solnechnaya ulicza;;;
Подсолнечная улица;Подсолнечная ул.;Podsolnechnaya ulicza;;;
Северная улица;Северная ул.;Severnaya ulicza;;;
Центральная улица;Центральная ул.;Czentral`naya ulicza;;;
улица Светлая Поляна;ул. Светлая Поляна;ulicza Svetlaya Polyana;;;
Морская улица;Морская ул.;Morskaya ulicza;;;
Верхняя улица;Верхняя ул.;Verxnyaya ulicza;;;
Дорожная улица;Дорожная ул.;Dorozhnaya ulicza;;;
Восточный проезд;Восточный пр.;Vostochny'j proezd;;;
Лесная улица;Лесная ул.;Lesnaya ulicza;;;
Берёзовая улица;Берёзовая ул.;Beryozovaya ulicza;;;
Подмосковная улица;Подмосковная ул.;Podmoskovnaya ulicza;;;
Береговая улица;Береговая ул.;Beregovaya ulicza;;;
Солнечная улица;Солнечная ул.;Solnechnaya ulicza;;;
Заречная улица;Заречная ул.;Zarechnaya ulicza;;;
Полевой переулок;Полевой пер.;Polevoj pereulok;;;
Перспективная улица;Перспективная ул.;Perspectivnaya ulicza;;;
Центральная улица;Центральная ул.;Czentral`naya ulicza;;;
Черничный проезд;Черничный пр.;Chernichny'j proezd;;;
Кантемировская улица;Кантемировская ул.;Kantemirovskaya ulicza;;;
Рабочая улица;Рабочая ул.;Rabochaya ulicza;;;
улица Вишнёвый Сад;ул. Вишнёвый Сад;ulicza Vishnyovy'j Sad;;;
Нагорная улица;Нагорная ул.;Nagornaya ulicza;;;
Молодёжная улица;Молодёжная ул.;Molodyozhnaya ulicza;;;
Московская улица;Московская ул.;Moskovskaya ulicza;;;
Производственная улица;Производственная ул.;Proizvodstvennaya ulicza;;;
Терминальный проезд;Терминальный пр.;Terminal`ny'j proezd;;;
Тупиковый проезд;Тупиковый пр.;Tupikovy'j proezd;;;
Привольная улица;Привольная ул.;Privol`naya ulicza;;;
Космическая улица;Космическая ул.;Kosmicheskaya ulicza;;;
Огородная улица;Огородная ул.;Ogorodnaya ulicza;;;
Приозёрная улица;Приозёрная ул.;Priozyornaya ulicza;;;
Огородный переулок;Огородный пер.;Ogorodny'j pereulok;;;
Полевой переулок;Полевой пер.;Polevoj pereulok;;;
Садовый переулок;Садовый пер.;Sadovy'j pereulok;;;
Октябрьская улица;Октябрьская ул.;Oktyabr`skaya ulicza;;;
Вишнёвая улица;Вишнёвая ул.;Vishnyovaya ulicza;;;
Центральная улица;Центральная ул.;Czentral`naya ulicza;;;
Озёрная улица;Озёрная ул.;Ozyornaya ulicza;;;
1-я Железнодорожная улица;1-я Железнодорожная ул.;Pervaya Zheleznodorozhnaya ulicza;;;
Юбилейная улица;Юбилейная ул.;Yubilejnaya ulicza;;;
Школьная улица;Школьная ул.;Shkol`naya ulicza;;;
Дачная улица;Дачная ул.;Dachnaya ulicza;;;
3-й Северный переулок;3-й Северный пер.;Tretij  Severny'j pereulok;;;
4-й Северный переулок;4-й Северный пер.;Chetvyorty'j Severny'j pereulok;;;
Уренгойская улица;Уренгойская ул.;Urengojskaya ulicza;;;
Южная улица;Южная ул.;Yuzhnaya ulicza;;;
Маковая улица;Маковая ул.;Makovaya ulicza;;;
улица Газовиков;ул. Газовиков;ulicza Gazovikov;;;
улица Маяковского;ул. Маяковского;ulicza Mayakovskogo;;;
улица Лесная Слобода;ул. Лесная Слобода;ulicza Lesnaya Sloboda;;;
Большой Бурцевский переулок;Б. Бурцевский пер.;Bol`shoj Burczevskij pereulok;;;
Малый Бурцевский переулок;М. Бурцевский пер.;Maly'j Burczevskij pereulok;;;
Новобурцевская улица;Новобурцевская ул.;Novoburczevskaya ulicza;;;
1-й Новобурцевский переулок;1-й Новобурцевский пер.;Pervy'j Novoburczevskij pereulok;;;
2-й Новобурцевский переулок;2-й Новобурцевский пер.;Vtoroj Novoburczevskij pereulok;;;
3-й Новобурцевский переулок;3-й Новобурцевский пер.;Tretij Novoburczevskij pereulok;;;
4-й Новобурцевский переулок;4-й Новобурцевский пер.;Chetvyorty'j Novoburczevskij pereulok;;;
5-й Новобурцевский переулок;5-й Новобурцевский пер.;Pyaty'j Novoburczevskij pereulok;;;
улица Братьев Гримм;ул. Братьев Гримм;ulicza Brat`ev Grimm;;;
Кнутовская улица;Кнутовская ул.;Knutovskaya ulicza;;;
Большой бульвар;Большой бульв.;Bol`shoj bul`var;;;
улица Александра Попова;ул. Александра Попова;ulicza Aleksandra Popova;;;
улица Нобеля;ул. Нобеля;ulicza Nobelya;;;
улица Сикорского;ул. Сикорского;ulicza Sikorskogo;;;
улица Адама Смита;ул. Адама Смита;ulicza Adama Smita;;;
улица Николы Теслы;ул. Николы Теслы;ulicza Nikoly' Tesly';;;
улица Кулибина;ул. Кулибина;ulicza Kulibina;;;
улица Зворыкина;ул. Зворыкина;ulicza Zvory'kina;;;
улица Эйнштейна;ул. Эйнштейна;ulicza E'jnshtejna;;;
улица Блеза Паскаля;ул. Блеза Паскаля;ulicza Bleza Paskalya;;;
улица Джеймса Максвелла;ул. Джеймса Максвелла;ulicza Dzhejmsa Maksvella;;;
улица Малевича;ул. Малевича;ulicza Malevicha;;;
улица Алессандро Вольта;ул. Алессандро Вольта;ulicza Alessandro Vol`ta;;;
улица Вильгельма Рентгена;ул. Вильгельма Рентгена;ulicza Vil`gel`ma Rentgena;;;
улица Андерсена;ул. Андерсена;ulicza Andersena;;;
Буковая аллея;Буковая аллея;Bukovaya alleya;;;
улица Акиньшинская;ул. Акиньшинская;ulicza Akin`shinskaya;;;
улица Юрьев Сад;ул. Юрьев Сад;ulicza Yur`ev Sad;;;
Земляничная улица;Земляничная ул.;Zemlyanichnaya ulicza;;;
1-я Фиалковая улица;1-я Фиалковая ул.;Pervaya Fialkovaya ulicza;;;
2-я Фиалковая улица;2-я Фиалковая ул.;Vtoraya Fialkovaya ulicza;;;
3-я Фиалковая улица;3-я Фиалковая ул.;Tret'ya Fialkovaya ulicza;;;
4-я Фиалковая улица;4-я Фиалковая ул.;Chetvyortaya Fialkovaya ulicza;;;
5-я Фиалковая улица;5-я Фиалковая ул.;Pyataya Fialkovaya ulicza;;;
6-я Фиалковая улица;6-я Фиалковая ул.;Shestaya Fialkovaya ulicza;;;
улица Татьянин Парк;ул. Татьянин Парк;ulicza Tat'yanin Park;;;
улица Зелёная Горка;ул. Зелёная Горка;ulicza Zelyonaya Gorka;;;
улица Нильса Бора;ул. Нильса Бора;ulicza Nil'sa Bora;;;
улица Семёна Гордого;ул. Семёна Гордого;ulicza Semyona Gordogo;;;
улица Ивана Калиты;ул. Ивана Калиты;ulicza Ivana Kality`;;;
улица Николинские Ключи;ул. Николинские Ключи;ulicza Nikolinskie Klyuchi;;;
улица Нагибина;ул. Нагибина;ulicza Nagibina;;;
улица Николая Клюева;ул. Николая Клюева;ulicza Nikolaya Klyueva;;;
улица Фёдора Сологуба;ул. Фёдора Сологуба;ulicza Fyodora Sologuba;;;
улица Петра Орешина;ул. Петра Орешина;ulicza Petra Oreshina;;;
проезд Сергея Клычкова;пр. Сергея Клычкова;proezd Sergeya Kly`chkova;;;
проезд Семёна Кирсанова;пр. Семёна Кирсанова;proezd Semyona Kirsanova;;;
проезд Константина Бальмонта;пр. Константина Бальмонта;proezd Konstantina Bal'monta;;;
улица Геологов;ул. Геологов;ulicza Geologov;;;
улица Старателей;ул. Старателей;ulicza Staratelej;;;
